,id,date,area,price,age,postalCode,district,percent,totalPrice,dateShamsi,usingType,frameType,year,quarter,month,region
2130,16103854,2018-03-05,86.58,2.425502,6,136199,17,100.0,210.0,1396/12/14,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,13619.0
4480,15937912,2018-01-22,139.22,14.724896,6,19656,1,100.0,2050.0,1396/11/02,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,19656.0
3372,16461053,2018-06-14,91.95,9.048396,5,148773,5,100.0,832.0,1397/03/24,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14877.0
2846,16249665,2018-04-29,58.29,5.14668,15,147768,5,100.0,300.0,1397/02/09,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-04-01,14776.0
1043,16645568,2018-07-22,119.08,12.512597,3,19349,1,100.0,1490.0,1397/04/31,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,19349.0
467,15955732,2018-01-27,226.9,10.872631,30,19679,7,100.0,2467.0,1396/11/07,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,19679.0
6598,15947809,2018-01-24,65.42,6.9550600000000005,9,147367,5,100.0,455.0,1396/11/04,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14736.0
4102,16338107,2018-05-19,144.71,11.609426,8,19336,1,100.0,1680.0,1397/02/29,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,19336.0
3406,16626026,2018-07-17,149.5,35.953177000000004,30,19987,2,100.0,5375.0,1397/04/26,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,19987.0
4697,16108769,2018-03-06,127.0,11.811024,27,147663,5,100.0,1500.0,1396/12/15,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14766.0
442,15905154,2018-01-14,54.89,4.28129,11,134596,10,100.0,235.0,1396/10/24,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,13459.0
5366,16437901,2018-06-10,111.94,9.916025999999999,17,199895,2,100.0,1110.0,1397/03/20,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,19989.0
1167,16793184,2018-08-24,77.38,6.397002,4,138899,21,100.0,495.0,1397/06/02,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13889.0
281,16707989,2018-08-04,95.58,13.601172,14,19988,2,100.0,1300.0,1397/05/13,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,19988.0
2729,16535906,2018-06-28,73.87,3.925816,7,131997,11,100.0,290.0,1397/04/07,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13199.0
3644,16005656,2018-02-07,65.0,3.307692,0,163567,8,100.0,215.0,1396/11/18,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16356.0
5037,16271634,2018-05-05,117.7,5.395072,27,157863,7,100.0,635.0,1397/02/15,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,15786.0
336,17084690,2018-11-14,53.14,3.951825,21,161479,7,100.0,210.0,1397/08/23,مسکوني,فلزی,2018-01-01,2018-10-01,2018-11-01,16147.0
52,16411535,2018-06-02,123.54,10.587664,2,147466,5,100.0,1308.0,1397/03/12,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14746.0
839,15931670,2018-01-21,234.32,8.62069,30,143484,6,100.0,2020.0,1396/11/01,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14348.0
6093,15923925,2018-01-18,145.0,3.6965519999999996,0,178463,15,100.0,536.0,1396/10/28,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17846.0
3793,15953625,2018-01-25,56.8,3.327465,4,163674,8,100.0,189.0,1396/11/05,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16367.0
5429,16002485,2018-02-07,63.0,3.038095,0,119185,12,100.0,191.4,1396/11/18,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,11918.0
2983,15908992,2018-01-15,61.84,0.808538,5,164361,8,50.0,100.0,1396/10/25,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16436.0
2136,15946369,2018-01-24,36.06,12.922906,2,19376,1,100.0,466.0,1396/11/04,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,19376.0
3303,16719907,2018-08-06,53.03,3.77145,7,17878,15,100.0,200.0,1397/05/15,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,17878.0
4724,15913770,2018-01-16,68.05,6.793533999999999,26,147465,5,100.0,462.3,1396/10/26,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,14746.0
949,16083025,2018-02-27,123.25,5.533469,25,154173,3,100.0,682.0,1396/12/08,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,15417.0
201,15856513,2018-01-02,61.8,2.265372,16,176668,14,100.0,140.0,1396/10/12,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,17666.0
2950,15889848,2018-01-10,80.0,3.35,0,134986,10,100.0,268.0,1396/10/20,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13498.0
2959,17152142,2018-12-04,105.0,22.0,0,166974,4,100.0,2310.0,1397/09/13,مسکوني,بتونی,2018-01-01,2018-10-01,2018-12-01,16697.0
4346,15907396,2018-01-15,90.0,11.6,0,19458,3,100.0,1044.0,1396/10/25,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-01-01,19458.0
2464,16352285,2018-05-21,135.17,7.509063,2,165596,4,100.0,1015.0,1397/02/31,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16559.0
5013,16498605,2018-06-23,95.0,4.6,2,117385,12,100.0,437.0,1397/04/02,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,11738.0
5400,15903197,2018-01-14,48.0,5.7291669999999995,23,164777,8,100.0,275.0,1396/10/24,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16477.0
3705,16703536,2018-08-02,55.8,5.949821,17,134878,10,100.0,332.0,1397/05/11,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,13487.0
6652,16283857,2018-05-07,70.43,2.3001560000000003,1,137471,18,100.0,162.0,1397/02/17,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13747.0
4794,15853424,2018-01-01,165.94,5.182596,15,14787,5,100.0,860.0,1396/10/11,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14787.0
4144,16228227,2018-04-24,101.45,3.844258,12,14987,22,100.0,390.0,1397/02/04,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,14987.0
884,16448344,2018-06-11,58.31,6.636939999999999,15,14937,5,100.0,387.0,1397/03/21,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,14937.0
4256,15950961,2018-01-25,65.7,3.866058,18,168666,4,100.0,254.0,1396/11/05,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16866.0
6289,16872978,2018-09-12,108.37,9.596752,14,147495,5,100.0,1040.0,1397/06/21,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14749.0
3342,17106247,2018-11-20,59.54,16.123614,0,146691,2,100.0,960.0,1397/08/29,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14669.0
220,15989508,2018-02-04,62.0,2.241935,22,133167,11,100.0,139.0,1396/11/15,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,13316.0
6107,16462456,2018-06-14,59.19,5.575266,15,134186,9,100.0,330.0,1397/03/24,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13418.0
2659,15928700,2018-01-20,169.61,6.249632,0,168991,4,100.0,1060.0,1396/10/30,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16899.0
878,16590928,2018-07-10,111.1,2.745275,1,179978,15,100.0,305.0,1397/04/19,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,17997.0
1200,16502742,2018-06-23,50.0,1.0,9,137796,18,100.0,50.0,1397/04/02,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,13779.0
2562,15986682,2018-02-04,88.64,23.127256,21,146466,2,100.0,2050.0,1396/11/15,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,14646.0
2125,17013033,2018-10-21,109.68,9.436542999999999,5,147317,5,100.0,1035.0,1397/07/29,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,14731.0
2209,16860620,2018-09-10,47.62,3.769425,16,161777,7,100.0,179.5,1397/06/19,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16177.0
6601,16135090,2018-03-13,204.92,7.500488000000001,31,19668,3,100.0,1537.0,1396/12/22,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,19668.0
2089,15889212,2018-01-10,76.65,4.474886,36,134191,9,100.0,343.0,1396/10/20,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,13419.0
3990,15873847,2018-01-07,133.47,8.398891,4,14767,5,100.0,1121.0,1396/10/17,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14767.0
2554,15906292,2018-01-14,32.54,2.919484,16,163786,7,100.0,95.0,1396/10/24,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16378.0
5150,16094026,2018-03-03,52.77,4.131135,10,176667,14,100.0,218.0,1396/12/12,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,17666.0
3277,16570773,2018-07-05,147.52,11.456074000000001,0,147681,5,100.0,1690.0,1397/04/14,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14768.0
6668,16035368,2018-02-15,57.2,3.1468529999999997,15,115193,12,100.0,180.0,1396/11/26,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,11519.0
3573,15990994,2018-02-05,63.48,4.174543,6,134786,10,100.0,265.0,1396/11/16,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13478.0
2955,15893690,2018-01-11,59.28,4.993252,18,148367,5,100.0,296.0,1396/10/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14836.0
6337,16233779,2018-04-25,72.18,6.885564,17,147591,5,100.0,497.0,1397/02/05,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,14759.0
5284,16415423,2018-06-02,94.0,7.234042999999999,2,161196,7,100.0,680.0,1397/03/12,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,16119.0
6102,16271654,2018-05-05,128.89,8.976647,18,19697,3,100.0,1157.0,1397/02/15,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,19697.0
5601,16168075,2018-04-07,59.82,2.674691,13,134688,10,100.0,160.0,1397/01/18,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,13468.0
4385,17060430,2018-11-05,95.0,10.842105,0,176694,14,100.0,1030.0,1397/08/14,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,17669.0
476,16346982,2018-05-20,102.0,13.921569,0,19159,1,100.0,1420.0,1397/02/30,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19159.0
3371,16635569,2018-07-19,201.87,9.411997999999999,9,19167,3,100.0,1900.0,1397/04/28,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,19167.0
3918,16109069,2018-03-06,79.55,9.176618,17,19988,2,100.0,730.0,1396/12/15,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,19988.0
6023,15892765,2018-01-11,95.0,9.3,2,146961,5,100.0,883.5,1396/10/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14696.0
4012,16193750,2018-04-15,64.43,2.2039419999999996,16,135775,10,100.0,142.0,1397/01/26,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,13577.0
1076,16935013,2018-09-30,103.24,12.349864,14,147165,5,100.0,1275.0,1397/07/08,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,14716.0
4799,17034986,2018-10-27,96.89,7.7717,0,135368,10,100.0,753.0,1397/08/05,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,13536.0
5803,16630844,2018-07-18,95.0,11.810526,1,165175,8,100.0,1122.0,1397/04/27,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,16517.0
3209,16257167,2018-04-30,81.67,4.922248000000001,9,164474,8,100.0,402.0,1397/02/10,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,16447.0
573,16241125,2018-04-27,104.4,7.279692999999999,19,19568,1,100.0,760.0,1397/02/07,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,19568.0
6625,16340828,2018-05-19,55.69,2.8461119999999998,6,176167,14,100.0,158.5,1397/02/29,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,17616.0
6060,16553491,2018-07-02,85.0,2.352941,3,19566,11,100.0,200.0,1397/04/11,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,19566.0
962,15861073,2018-01-03,86.86,6.401105,3,166784,4,100.0,556.0,1396/10/13,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16678.0
135,16400521,2018-05-30,73.65,6.10998,21,141996,6,100.0,450.0,1397/03/09,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,14199.0
376,16914520,2018-09-25,77.6,2.706186,51,117891,12,100.0,210.0,1397/07/03,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,11789.0
2774,16537145,2018-06-29,114.0,3.798246,1,138596,9,100.0,433.0,1397/04/08,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13859.0
5816,15857520,2018-01-02,109.12,8.156158,2,169583,1,100.0,890.0,1396/10/12,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16958.0
5902,16393551,2018-05-29,47.7,4.75891,9,164475,8,100.0,227.0,1397/03/08,مسکوني,فلزی,2018-01-01,2018-04-01,2018-05-01,16447.0
257,16583457,2018-07-08,80.0,2.4375,1,135879,17,100.0,195.0,1397/04/17,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13587.0
4644,16513289,2018-06-25,115.0,6.086957,0,164479,8,100.0,700.0,1397/04/04,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,16447.0
2367,16681925,2018-07-29,72.74,6.048941,5,138871,21,100.0,440.0,1397/05/07,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13887.0
4756,15946921,2018-01-24,122.62,7.298972,0,149165,22,100.0,895.0,1396/11/04,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14916.0
4890,16091986,2018-03-02,66.0,1.515152,12,118483,15,100.0,100.0,1396/12/11,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,11848.0
5595,16334306,2018-05-17,81.0,2.901235,2,164393,8,100.0,235.0,1397/02/27,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,16439.0
3315,15922006,2018-01-18,89.17,7.962319,0,147691,5,100.0,710.0,1396/10/28,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14769.0
501,17063240,2018-11-06,118.89,9.925141,4,145466,2,100.0,1180.0,1397/08/15,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14546.0
3674,15877554,2018-01-07,62.61,4.679764,9,165384,4,100.0,293.0,1396/10/17,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16538.0
3309,16961754,2018-10-07,90.03,5.053871,16,113783,11,100.0,455.0,1397/07/15,مسکوني,بتونی,2018-01-01,2018-10-01,2018-10-01,11378.0
602,16271926,2018-05-05,95.0,2.347368,1,137974,18,100.0,223.0,1397/02/15,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13797.0
1013,16081521,2018-02-27,50.0,2.98,6,176493,14,100.0,149.0,1396/12/08,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17649.0
1108,16162004,2018-04-04,38.02,2.472383,15,176487,14,100.0,94.0,1397/01/15,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17648.0
6012,16220305,2018-04-22,137.34,4.659968,47,131861,11,100.0,640.0,1397/02/02,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,13186.0
6137,15863948,2018-01-04,127.4,7.299842999999999,0,165174,8,100.0,930.0,1396/10/14,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16517.0
3496,16057417,2018-02-21,123.0,11.95122,10,19776,1,100.0,1470.0,1396/12/02,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,19776.0
6558,16346118,2018-05-20,80.8,8.663366,1,145784,2,100.0,700.0,1397/02/30,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14578.0
1934,15957620,2018-01-27,93.0,6.129032,0,14867,5,100.0,570.0,1396/11/07,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14867.0
379,15962457,2018-01-28,58.59,4.64243,6,139793,21,100.0,272.0,1396/11/08,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13979.0
1582,16546996,2018-07-01,40.57,4.190288,4,176874,14,100.0,170.0,1397/04/10,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-07-01,17687.0
3254,16487124,2018-06-20,51.21,2.792423,7,179393,15,100.0,143.0,1397/03/30,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,17939.0
104,16092034,2018-03-02,96.53,8.494767999999999,7,147677,5,100.0,820.0,1396/12/11,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-03-01,14767.0
1407,16198799,2018-04-17,67.4,4.614243,13,168687,4,100.0,311.0,1397/01/28,مسکوني,بتونی,2018-01-01,2018-04-01,2018-04-01,16868.0
69,16149076,2018-03-18,59.51,4.032936,9,113883,11,100.0,240.0,1396/12/27,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,11388.0
630,16177271,2018-04-10,53.0,2.886792,20,17637,13,100.0,153.0,1397/01/21,مسکوني,فلزی,2018-01-01,2018-04-01,2018-04-01,17637.0
190,16574084,2018-07-06,57.0,2.894737,0,118166,15,100.0,165.0,1397/04/15,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,11816.0
5232,16623741,2018-07-17,54.84,6.199854,0,161684,7,100.0,340.0,1397/04/26,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,16168.0
984,16989406,2018-10-14,70.73,6.927753,2,164374,8,100.0,490.0,1397/07/22,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,16437.0
86,15982931,2018-02-03,49.19,2.998577,4,164386,8,100.0,147.5,1396/11/14,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,16438.0
4721,16434671,2018-06-09,55.15,8.213961999999999,12,14867,5,100.0,453.0,1397/03/19,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-06-01,14867.0
2473,16780614,2018-08-20,46.97,7.408983999999999,7,176576,14,100.0,348.0,1397/05/29,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,17657.0
2454,15932973,2018-01-21,224.03,13.167879000000001,11,19887,1,100.0,2950.0,1396/11/01,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,19887.0
1760,16593939,2018-07-11,99.0,5.4545449999999995,24,164597,8,100.0,540.0,1397/04/20,مسکوني,فلزی,2018-01-01,2018-07-01,2018-07-01,16459.0
2263,16662754,2018-07-25,113.9,11.308164999999999,0,148764,5,100.0,1288.0,1397/05/03,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14876.0
3121,15912286,2018-01-16,177.0,10.847458,0,165176,8,100.0,1920.0,1396/10/26,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,16517.0
6688,16611160,2018-07-15,78.36,7.810107,6,14868,5,100.0,612.0,1397/04/24,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,14868.0
4807,16869720,2018-09-12,128.0,11.0,0,167477,4,100.0,1408.0,1397/06/21,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16747.0
4517,16046980,2018-02-18,109.48,6.713555,11,157961,7,100.0,735.0,1396/11/29,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-02-01,15796.0
2948,16449364,2018-06-12,59.62,4.293861,14,135371,10,100.0,256.0,1397/03/22,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,13537.0
526,16874330,2018-09-13,143.0,13.811189,40,144885,2,100.0,1975.0,1397/06/22,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,14488.0
6079,16662491,2018-07-25,77.94,2.309469,17,133473,11,100.0,180.0,1397/05/03,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13347.0
6072,16671559,2018-07-27,114.0,6.754386,0,168877,4,100.0,770.0,1397/05/05,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,16887.0
6431,15895208,2018-01-11,86.41,2.4939240000000003,2,136479,17,100.0,215.5,1396/10/21,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13647.0
2268,17062798,2018-11-06,107.0,14.0,0,157868,7,100.0,1498.0,1397/08/15,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,15786.0
2275,16733204,2018-08-08,139.39,8.501327,61,164793,8,100.0,1185.0,1397/05/17,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,16479.0
4937,16150908,2018-03-18,115.18,8.682063000000001,27,147664,5,100.0,1000.0,1396/12/27,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14766.0
2869,16404060,2018-05-31,48.79,2.8079520000000002,25,135368,10,100.0,137.0,1397/03/10,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13536.0
723,17089085,2018-11-15,144.0,16.25,0,143188,6,100.0,2340.0,1397/08/24,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,14318.0
174,16699155,2018-08-01,49.95,5.605606,5,164473,8,100.0,280.0,1397/05/10,مسکوني,فلزی,2018-01-01,2018-07-01,2018-08-01,16447.0
5640,15946023,2018-01-24,138.25,6.654611,6,148195,5,100.0,920.0,1396/11/04,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,14819.0
5046,16388801,2018-05-28,54.0,2.1,12,137777,18,100.0,113.4,1397/03/07,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13777.0
6319,16150533,2018-03-18,85.0,3.788235,11,149873,22,100.0,322.0,1396/12/27,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,14987.0
4939,16340344,2018-05-19,68.59,3.7469019999999995,5,115164,12,100.0,257.0,1397/02/29,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,11516.0
1245,15856541,2018-01-02,71.0,3.295775,15,163668,8,100.0,234.0,1396/10/12,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16366.0
5323,16309081,2018-05-13,60.0,3.7833330000000003,0,135871,17,100.0,227.0,1397/02/23,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,13587.0
3152,16019754,2018-02-12,131.0,5.877863,0,131793,11,100.0,770.0,1396/11/23,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,13179.0
1180,16830879,2018-09-03,40.81,7.9392309999999995,6,134383,10,100.0,324.0,1397/06/12,مسکوني,بتونی,2018-01-01,2018-07-01,2018-09-01,13438.0
742,16396374,2018-05-29,157.0,10.1,0,143984,6,100.0,1585.7,1397/03/08,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,14398.0
5015,16912875,2018-09-25,105.0,6.7619050000000005,18,165111,4,100.0,710.0,1397/07/03,مسکوني,بتونی و فلزی,2018-01-01,2018-07-01,2018-09-01,16511.0
1896,15854761,2018-01-01,72.69,3.1641220000000003,21,164684,8,100.0,230.0,1396/10/11,مسکوني,فلزی,2018-01-01,2018-01-01,2018-01-01,16468.0
5093,15877162,2018-01-07,69.0,4.8840580000000005,0,115189,12,100.0,337.0,1396/10/17,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,11518.0
1537,16114011,2018-03-07,60.96,10.66273,29,139681,5,100.0,650.0,1396/12/16,مسکوني,بتونی,2018-01-01,2018-01-01,2018-03-01,13968.0
1405,15943936,2018-01-23,90.7,5.468578,9,139171,5,100.0,496.0,1396/11/03,مسکوني,بتونی,2018-01-01,2018-01-01,2018-01-01,13917.0
2000,16005502,2018-02-07,59.37,3.166582,19,177867,14,100.0,188.0,1396/11/18,مسکوني,فلزی,2018-01-01,2018-01-01,2018-02-01,17786.0
5635,17099585,2018-11-18,49.17,6.1419559999999995,6,165775,4,100.0,302.0,1397/08/27,مسکوني,بتونی,2018-01-01,2018-10-01,2018-11-01,16577.0
4543,16764788,2018-08-16,99.3,9.164149,20,148777,5,100.0,910.0,1397/05/25,مسکوني,بتونی,2018-01-01,2018-07-01,2018-08-01,14877.0
3539,16955548,2018-10-06,75.5,5.89404,17,173677,13,100.0,445.0,1397/07/14,مسکوني,بتونی و فلزی,2018-01-01,2018-10-01,2018-10-01,17367.0
6487,16471056,2018-06-17,90.86,4.908651,5,177771,15,100.0,446.0,1397/03/27,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,17777.0
6013,16270308,2018-05-05,64.0,12.8125,0,19137,3,100.0,820.0,1397/02/15,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,19137.0
4504,16476660,2018-06-18,305.0,21.639344,0,19858,1,100.0,6600.0,1397/03/28,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,19858.0
6332,16534783,2018-06-28,139.86,3.667954,3,176889,14,100.0,513.0,1397/04/07,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,17688.0
3419,16436137,2018-06-10,54.4,4.044118,17,111193,11,100.0,220.0,1397/03/20,مسکوني,فلزی,2018-01-01,2018-04-01,2018-06-01,11119.0
5721,16339633,2018-05-19,165.79,6.740455,17,169671,1,100.0,1117.5,1397/02/29,مسکوني,بتونی و فلزی,2018-01-01,2018-04-01,2018-05-01,16967.0
5584,16905596,2018-09-24,54.71,5.849022,9,165864,4,100.0,320.0,1397/07/02,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,16586.0
2937,16138836,2018-03-14,105.17,8.510031,5,147397,5,100.0,895.0,1396/12/23,مسکوني,بتونی و فلزی,2018-01-01,2018-01-01,2018-03-01,14739.0
2497,16578262,2018-07-07,140.0,9.8,1,158491,6,100.0,1372.0,1397/04/16,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,15849.0
4801,16996917,2018-10-16,62.97,5.558202,17,134493,10,100.0,350.0,1397/07/24,مسکوني,فلزی,2018-01-01,2018-10-01,2018-10-01,13449.0
3874,17163852,2018-12-08,35.7,6.2184870000000005,19,161975,7,100.0,222.0,1397/09/17,مسکوني,فلزی,2018-01-01,2018-10-01,2018-12-01,16197.0
6498,16476401,2018-06-18,61.94,7.684856,17,147577,5,100.0,476.0,1397/03/28,مسکوني,بتونی,2018-01-01,2018-04-01,2018-06-01,14757.0
420,16327185,2018-05-16,147.67,5.078892,21,177797,14,100.0,750.0,1397/02/26,مسکوني,بتونی,2018-01-01,2018-04-01,2018-05-01,17779.0
1987,16567385,2018-07-04,58.28,2.144818,3,137373,18,100.0,125.0,1397/04/13,مسکوني,بتونی,2018-01-01,2018-07-01,2018-07-01,13737.0
1138,16081528,2018-02-27,60.83,4.438599,3,161486,7,100.0,270.0,1396/12/08,مسکوني,بتونی,2018-01-01,2018-01-01,2018-02-01,16148.0
6087,16913527,2018-09-25,59.28,7.08502,16,174366,13,100.0,420.0,1397/07/03,مسکوني,فلزی,2018-01-01,2018-07-01,2018-09-01,17436.0
2119,16123430,2018-03-10,58.18,5.672052,22,141863,6,100.0,330.0,1396/12/19,مسکوني,فلزی,2018-01-01,2018-01-01,2018-03-01,14186.0
